FCC,BCC,HCP,IM,Phase,Alloy name,Environment,Concentration in M,Electrolyte,Corrosion potential (mV vs SCE),Pitting potential (mV vs SCE),Icorr (microA/cm2),Calculated passive window,Processing,Al,B,Be,Co,Cr,Cu,Fe,Ga,Hf,La,Mg,Mn,Mo,Nb,Ni,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,Reference
1,0,0,1,FCC+Laves,Ti60Cu14Ni12Sn4Nb10,2M NaCl ,2,NaCl,-409,-182,950,227,arc melting+annealed at 1490K,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0.1,0.12,0,0.04,0,0.6,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2019.108315
0,0,0,1,α' + less β–Ti,CoCrFeMnNi,0.6 M NaCl,0.6,NaCl,-189,197,0.09,386,AM,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.3390/met9101029
0,0,0,1,α' + less β–Ti,CoCrFeMnNi,0.6 M NaCl,0.6,NaCl,0.09,37,0.11,36.91,as-cast,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,http://dx.doi.org/10.3390/met9101029
1,0,0,0,FCC,CoCrFeNi,0.6 M NaCl,0.6,NaCl,-257,556,,813,arc melting,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2020.108740
0,1,0,0,BCC,CoCrFeNiAl,0.6 M NaCl,0.6,NaCl,-322,297,,619,arc melting,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2020.108740
1,0,0,0,FCC,CoCrFeNiCu,0.6 M NaCl,0.6,NaCl,180,-69,,-249,arc melting,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2020.108740
1,0,0,1,Hexagonal+FCC,CoCrFeNiSn,0.6 M NaCl,0.6,NaCl,252,1099,,847,arc melting,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2020.108740
1,0,0,0,FCC,CrFe1.5MnNi0.5,0.5 M H2SO4 ,0.5,H2SO4,-229,1172,0.686,1401,arc melting,0,0,0,0,0.25,0,0.375,0,0,0,0,0.25,0,0,0.125,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2020.155825
1,0,0,0,FCC,CrMnFeNi,0.5 M H2SO4,0.5,H2SO4,-216,1326,0.191,1542,arc melting,0,0,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2020.155825
1,0,0,0,FCC,CrMnFeNiLa0.1,0.5 M H2SO4,0.5,H2SO4,-169,925,0.338,1094,arc melting,0,0,0,0,0.243902439,0,0.243902439,0,0,0.024390244,0,0.243902439,0,0,0.243902439,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2020.155825
1,1,0,0,FCC+BCC,AlCoCrFeNiSi0.1,deaerated 0.5mol/L H2SO4 ,0.5,H2SO4,-453,1141,0.0003042,1594,solidification,0.196078431,0,0,0.196078431,0.196078431,0,0.196078431,0,0,0,0,0,0,0,0.196078431,0.019607843,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.intermet.2019.106599
1,1,0,1,FCC+BCC+B2,AlCoCrFeNi,0.5M H2SO4,0.5,H2SO4,-197,,54.95,197,as-cast,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2019.06.024
1,1,0,1,FCC+BCC+B2,AlCoCrFeNi,0.5M H2SO4,0.5,H2SO4,-204,,109.14,204,anneal for 2h,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2019.06.024
1,1,0,1,FCC+BCC+B2,AlCoCrFeNi,0.5M H2SO4,0.5,H2SO4,-224,,81.66,224,anneal for 10h,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2019.06.024
1,1,0,1,FCC+BCC+B2,AlCoCrFeNi,0.5M H2SO4,0.5,H2SO4,-168.8,,30.41,168.8,anneal for 48h,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.corsci.2019.06.024
0,1,0,1,BCC2+Laves+BCC1,Al2CoCrFeNiTi0,0.6 M NaCl,0.6,NaCl,-193.4,193.3,9.41,386.7,arc melting,0.333333333,0,0,0.166666667,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2019.07.100
0,1,0,1,BCC2+Laves+BCC1,Al1.8CoCrFeNiTi0.2,0.6 M NaCl,0.6,NaCl,-260.2,189.4,26.33,449.6,arc melting,0.3,0,0,0.166666667,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0.033333333,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2019.07.100
0,1,0,1,BCC2+Laves+BCC1,Al1.5CoCrFeNiTi0.5,0.6 M NaCl,0.6,NaCl,-239.4,262.2,16.44,501.6,arc melting,0.25,0,0,0.166666667,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0.083333333,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2019.07.100
0,1,0,1,BCC2+Laves+BCC1,Al1.2CoCrFeNiTi0.8,0.6 M NaCl,0.6,NaCl,-258.8,348.6,24.11,607.4,arc melting,0.2,0,0,0.166666667,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0.133333333,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2019.07.100
0,1,0,1,BCC2+Laves+BCC1,Al1.0CoCrFeNiTi1.0,0.6 M NaCl,0.6,NaCl,-311,369.4,32.73,680.4,arc melting,0.166666667,0,0,0.166666667,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2019.07.100
0,1,0,1,BCC2+Laves+BCC1,Al0.8CoCrFeNiTi1.2,0.6 M NaCl,0.6,NaCl,-426,353.3,56,779.3,arc melting,0.133333333,0,0,0.166666667,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0.2,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2019.07.100
1,1,0,0,FCC+BCC,Al0.6CoFeNiCr0.4,0.6 M NaCl,0.6,NaCl,-371,,3.23,371,As-cast,0.15,0,0,0.25,0.1,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.matchemphys.2020.122700
1,1,0,0,FCC+BCC,Al0.6CoFeNiCr0.4,0.6 M NaCl,0.6,NaCl,-359,,2.37,359,550°C,0.15,0,0,0.25,0.1,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.matchemphys.2020.122700
1,1,0,0,FCC+BCC,Al0.6CoFeNiCr0.4,0.6 M NaCl,0.6,NaCl,-368,,2.92,368,650°C,0.15,0,0,0.25,0.1,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.matchemphys.2020.122700
1,1,0,0,FCC+BCC,Al0.6CoFeNiCr0.4,0.6 M NaCl,0.6,NaCl,-418,,3.39,418,750°C,0.15,0,0,0.25,0.1,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.matchemphys.2020.122700
1,1,0,0,FCC+BCC,Al0.6CoFeNiCr0.4,0.6 M NaCl,0.6,NaCl,-479,,3.68,479,850°C,0.15,0,0,0.25,0.1,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.matchemphys.2020.122700
1,1,0,0,FCC+BCC,VNbMoTaW,0.5 M H2SO4 ,0.5,H2SO4,-176,1168,2.624,1344,missing,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0.2,0.2,0,0,0,https://doi.org/10.1016/j.surfcoat.2020.126351
1,1,0,0,FCC+BCC,VNbMoTaWAl0.1,0.5 M H2SO4 ,0.5,H2SO4,-77,1695,0.435,1772,missing,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0.196078431,0.196078431,0,0,0,0.196078431,0,0.196078431,0.196078431,0,0,0,https://doi.org/10.1016/j.surfcoat.2020.126351
1,1,0,0,FCC+BCC,VNbMoTaWAl0.3,0.5 M H2SO4,0.5,H2SO4,-82,1683,0.042,1765,missing,0.056603774,0,0,0,0,0,0,0,0,0,0,0,0.188679245,0.188679245,0,0,0,0.188679245,0,0.188679245,0.188679245,0,0,0,https://doi.org/10.1016/j.surfcoat.2020.126351
1,1,0,0,FCC+BCC,VNbMoTaWAl0.5,0.5 M H2SO4,0.5,H2SO4,-89,1700,0.167,1789,missing,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.181818182,0,0,0,0.181818182,0,0.181818182,0.181818182,0,0,0,https://doi.org/10.1016/j.surfcoat.2020.126351
0,0,0,1,delta,CoCrFeNiMo0.1,0.6 M NaCl,0.6,NaCl,-263,949,0.381,1212,melted+solidified,0,0,0,0.243902439,0.243902439,0,0.243902439,0,0,0,0,0,0.024390244,0,0.243902439,0,0,0,0,0,0,0,0,0,https://doi.org/10.1007/s40195-018-0812-7
0,0,0,1,delta,CoCrFeNiMo0.2,0.6 M NaCl,0.6,NaCl,-131,941,0.072,1072,melted+solidified,0,0,0,0.238095238,0.238095238,0,0.238095238,0,0,0,0,0,0.047619048,0,0.238095238,0,0,0,0,0,0,0,0,0,https://doi.org/10.1007/s40195-018-0812-7
0,0,0,1,delta,CoCrFeNiMo0.3,0.6 M NaCl,0.6,NaCl,-257,955,0.766,1212,melted+solidified,0,0,0,0.23255814,0.23255814,0,0.23255814,0,0,0,0,0,0.069767442,0,0.23255814,0,0,0,0,0,0,0,0,0,https://doi.org/10.1007/s40195-018-0812-7
0,0,0,1,delta,CoCrFeNiMo0.4,0.6 M NaCl,0.6,NaCl,-261,948,0.082,1209,melted+solidified,0,0,0,0.227272727,0.227272727,0,0.227272727,0,0,0,0,0,0.090909091,0,0.227272727,0,0,0,0,0,0,0,0,0,https://doi.org/10.1007/s40195-018-0812-7
0,0,0,1,delta,CoCrFeNiMo0.5,0.6 M NaCl,0.6,NaCl,-261,965,0.738,1226,melted+solidified,0,0,0,0.222222222,0.222222222,0,0.222222222,0,0,0,0,0,0.111111111,0,0.222222222,0,0,0,0,0,0,0,0,0,https://doi.org/10.1007/s40195-018-0812-7
1,0,0,0,FCC,(CoCrFeNi)99Mo,0.6 M NaCl,0.6,NaCl,-399,1023,0.32,1422,700°C aging,0,0,0,0.2475,0.2475,0,0.2475,0,0,0,0,0,0.01,0,0.2475,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2019.152139
1,0,0,0,FCC,(CoCrFeNi)98Mo2,0.6 M NaCl,0.6,NaCl,-258,944,0.24,1202,700°C aging,0,0,0,0.245,0.245,0,0.245,0,0,0,0,0,0.02,0,0.245,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2019.152139
1,0,0,0,FCC,(CoCrFeNi)97Mo3,0.6 M NaCl,0.6,NaCl,-313,998,0.11,1311,700°C aging,0,0,0,0.2425,0.2425,0,0.2425,0,0,0,0,0,0.03,0,0.2425,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2019.152139
1,0,0,0,FCC,(CoCrFeNi)99Mo,0.6 M NaCl,0.6,NaCl,-167,958,0.19,1125,900°C aging,0,0,0,0.2475,0.2475,0,0.2475,0,0,0,0,0,0.01,0,0.2475,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2019.152139
1,0,0,0,FCC,(CoCrFeNi)98Mo2,0.6 M NaCl,0.6,NaCl,-191,1032,0.07,1223,900°C aging,0,0,0,0.245,0.245,0,0.245,0,0,0,0,0,0.02,0,0.245,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2019.152139
1,0,0,0,FCC,(CoCrFeNi)97Mo3,0.6 M NaCl,0.6,NaCl,-194,1002,0.22,1196,900°C aging,0,0,0,0.2425,0.2425,0,0.2425,0,0,0,0,0,0.03,0,0.2425,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2019.152139
1,1,0,0,FCC+BCC,AlCrFe2Ni2,0.6 M NaCl,0.6,NaCl,-250,70,0.049,320,arc melting,0.166666667,0,0,0,0.166666667,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,https://doi.org/10.3389/fmats.2020.566336
1,1,0,0,FCC+BCC,AlCrFe2Ni2,0.6 M NaCl,0.6,NaCl,-250,-30,0.052,220,processed in air,0.166666667,0,0,0,0.166666667,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,https://doi.org/10.3389/fmats.2020.566336
1,1,0,0,FCC+BCC,AlCrFe2Ni2,0.6 M NaCl,0.6,NaCl,-280,0,0.074,280,processed in argon,0.166666667,0,0,0,0.166666667,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,https://doi.org/10.3389/fmats.2020.566336
1,1,0,0,FCC+BCC,AlCrFe2Ni2Mo0.05,0.6 M NaCl,0.6,NaCl,-270,,0.166,,arc-melted,0.165289256,0,0,0,0.165289256,0,0.330578512,0,0,0,0,0,0.008264463,0,0.330578512,0,0,0,0,0,0,0,0,0,https://doi.org/10.3389/fmats.2020.566336
1,1,0,0,FCC+BCC,AlCrFe2Ni2Mo0.10,0.6 M NaCl,0.6,NaCl,-280,,0.099,,arc-melted,0.163934426,0,0,0,0.163934426,0,0.327868852,0,0,0,0,0,0.016393443,0,0.327868852,0,0,0,0,0,0,0,0,0,https://doi.org/10.3389/fmats.2020.566336
1,1,0,0,FCC+BCC,AlCrFe2Ni2Mo0.15,0.6 M NaCl,0.6,NaCl,-260,20,0.059,280,arc-melted,0.162601626,0,0,0,0.162601626,0,0.325203252,0,0,0,0,0,0.024390244,0,0.325203252,0,0,0,0,0,0,0,0,0,https://doi.org/10.3389/fmats.2020.566336
1,1,0,0,FCC+BCC,AlCoCrFeNi,0.6 M NaCl,0.6,NaCl,-300,,0.116,300,arc-melted,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.3389/fmats.2020.566336
0,1,0,0,BCC1+BCC2,Al0CrFeVMo,0.6 M NaCl,0.6,NaCl,-397,992,0.117,1389,missing,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,https://doi.org/10.1016/j.apsusc.2019.03.173
0,1,0,0,BCC1+BCC2,Al0.2CrFeVMo,0.6 M NaCl,0.6,NaCl,-410,1025,0.077,1435,missing,0.047619048,0,0,0,0.238095238,0,0.238095238,0,0,0,0,0,0.238095238,0,0,0,0,0,0,0.238095238,0,0,0,0,https://doi.org/10.1016/j.apsusc.2019.03.173
0,1,0,0,BCC1+BCC2,Al0.6CrFeVMo,0.6 M NaCl,0.6,NaCl,-460,1004,0.32,1464,missing,0.130434783,0,0,0,0.217391304,0,0.217391304,0,0,0,0,0,0.217391304,0,0,0,0,0,0,0.217391304,0,0,0,0,https://doi.org/10.1016/j.apsusc.2019.03.173
0,1,0,0,BCC1+BCC2,Al1CrFeVMo,0.6 M NaCl,0.6,NaCl,-307,993,0.082,1300,missing,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,https://doi.org/10.1016/j.apsusc.2019.03.173
0,1,0,1,BCC+Leaves,TiZr0.5NbCr0.5 ,H2SO4 solution,0.5,H2SO4,-277,968,0.452,1245,25 °C,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0.166666667,doi:10.3390/met4040597
0,1,0,1,BCC+Leaves,TiZr0.5NbCr0.5 ,0.6 M NaCl,0.6,NaCl,-489,1180,0.00441,1669,25 °C,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0.166666667,doi:10.3390/met4040597
0,1,0,1,BCC+Leaves,TiZr0.5NbCr0.5 ,0.6 M NaCl,0.6,NaCl,-327,954,0.211,1281,40 °C,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0.166666667,doi:10.3390/met4040597
0,1,0,1,BCC+Leaves,TiZr0.5NbCr0.5 ,0.6 M NaCl,0.6,NaCl,-372,783,0.522,1155,55 °C,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0.166666667,doi:10.3390/met4040597
0,1,0,1,BCC+Leaves,TiZr0.5NbCr0.5V ,H2SO4 solution,0.5,H2SO4,-87,998,0.02039,1085,25 °C,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0.125,doi:10.3390/met4040597
0,1,0,1,BCC+Leaves,TiZr0.5NbCr0.5V ,0.6 M NaCl,0.6,NaCl,-311,1448,0.00974,1759,25 °C,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0.125,doi:10.3390/met4040597
0,1,0,1,BCC+Leaves,TiZr0.5NbCr0.5V ,0.6 M NaCl,0.6,NaCl,-293,1115,0.0247,1408,40 °C,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0.125,doi:10.3390/met4040597
0,1,0,1,BCC+Leaves,TiZr0.5NbCr0.5V ,0.6 M NaCl,0.6,NaCl,-332,1097,0.0765,1429,55 °C,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0.125,doi:10.3390/met4040597
0,1,0,1,BCC+Leaves,TiZr0.5NbCr0.5Mo,H2SO4 solution,0.5,H2SO4,-18,984,0.0526,1002,25 °C,0,0,0,0,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0.125,doi:10.3390/met4040597
0,1,0,1,BCC+Leaves,TiZr0.5NbCr0.5Mo,0.6 M NaCl,0.6,NaCl,-455,1400,0.094,1855,25 °C,0,0,0,0,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0.125,doi:10.3390/met4040597
0,1,0,1,BCC+Leaves,TiZr0.5NbCr0.5Mo,0.6 M NaCl,0.6,NaCl,-403,1363,0.223,1766,40 °C,0,0,0,0,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0.125,doi:10.3390/met4040597
0,1,0,1,BCC+Leaves,TiZr0.5NbCr0.5Mo,0.6 M NaCl,0.6,NaCl,-345,1224,0.458,1569,55 °C,0,0,0,0,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0.125,doi:10.3390/met4040597
1,1,0,0,FCC+BCC,AlCrCuFeMnNi,0.6 M NaCl,0.6,NaCl,-282,,3.9,282,As-cast,0.166666667,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0.166666667,0,0,0.166666667,0,0,0,0,0,0,0,0,0,DOI: 10.1007/s11661-014-2523-7
1,1,0,0,FCC+BCC,AlCrCuFeMnNi,0.6 M NaCl,0.6,NaCl,-265,,3.6,265,Re-melted X4,0.166666667,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0.166666667,0,0,0.166666667,0,0,0,0,0,0,0,0,0,DOI: 10.1007/s11661-014-2523-7
1,1,0,0,FCC+BCC,AlFeNiCoCuCr,0.6 M NaCl,0.6,NaCl,-237.36,-109.15,0.21632,128.21,As-cast,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2018.10.081
1,1,0,0,FCC+BCC,AlFeNiCoCuCr,0.6 M NaCl,0.6,NaCl,-215.36,-107.07,0.13011,108.29,Remelted,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2018.10.081
1,1,0,0,FCC+BCC,AlFeNiCoCuCr,0.6 M NaCl,0.6,NaCl,-189.39,-96.43,0.98937,92.96,Annealed,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.jallcom.2018.10.081
1,0,1,0,FCC-γ + HCP-ε,Fe50Mn30Co10Cr10 ,0.1 M H2SO4,0.1,H2SO4,-543,,1.29,,missing,0,0,0,0.1,0.1,0,0.5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1149/1945-7111/ab8de4
1,0,1,0,FCC-γ + HCP-ε,CoCrFeMnNi,0.1 M H2SO4,0.1,H2SO4,-396,,0.04,,missing,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,https://doi.org/10.1149/1945-7111/ab8de4
1,1,0,1,FCC+BCC+Heusler,Al5Cr32Fe35Ni22Ti6,0.5M H2SO4,0.5,H2SO4,-130,1080,35.21,1210,as-cast,0.05,0,0,0,0.32,0,0.35,0,0,0,0,0,0,0,0.22,0,0,0,0.06,0,0,0,0,0,https://www.tandfonline.com/action/showCitFormats?doi=10.1179/1743284715Y.0000000025
1,1,0,1,FCC+BCC+Heusler,Al5Cr32Fe35Ni22Ti6,0.5M H2SO4,0.5,H2SO4,-120,1090,33.49,1210,As homogenised,0.05,0,0,0,0.32,0,0.35,0,0,0,0,0,0,0,0.22,0,0,0,0.06,0,0,0,0,0,https://www.tandfonline.com/action/showCitFormats?doi=10.1179/1743284715Y.0000000025
1,1,0,1,FCC+BCC+Heusler,Al5Cr32Fe35Ni22Ti6,0.5M H2SO4,0.5,H2SO4,-140,1140,63.6,1280,316L SS,0.05,0,0,0,0.32,0,0.35,0,0,0,0,0,0,0,0.22,0,0,0,0.06,0,0,0,0,0,https://www.tandfonline.com/action/showCitFormats?doi=10.1179/1743284715Y.0000000025
0,1,0,0,BCC1+BCC2,FeNiCoSiCrAlTi,0.6 M NaCl,0.6,NaCl,-735,,1.8,,untreated Al 1100,0.142857143,0,0,0.142857143,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0.142857143,0.142857143,0,0,0.142857143,0,0,0,0,0,http://dx.doi.org/10.1016/j.matlet.2014.11.161
0,1,0,0,BCC1+BCC2,FeNiCoSiCrAlTi,0.6 M NaCl,0.6,NaCl,-734,,3.5,,21 J mm-2 single layer,0.142857143,0,0,0.142857143,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0.142857143,0.142857143,0,0,0.142857143,0,0,0,0,0,http://dx.doi.org/10.1016/j.matlet.2014.11.161
0,1,0,0,BCC1+BCC2,FeNiCoSiCrAlTi,0.6 M NaCl,0.6,NaCl,-730,,0.5,,21 J mm-2 double layer,0.142857143,0,0,0.142857143,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0.142857143,0.142857143,0,0,0.142857143,0,0,0,0,0,http://dx.doi.org/10.1016/j.matlet.2014.11.161
0,1,0,0,BCC1+BCC2,FeNiCoSiCrAlTi,0.6 M NaCl,0.6,NaCl,-730,,0.3,,25 J mm-2 double layer,0.142857143,0,0,0.142857143,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0.142857143,0.142857143,0,0,0.142857143,0,0,0,0,0,http://dx.doi.org/10.1016/j.matlet.2014.11.161
1,1,0,0,FCC+BCC,AlCoCrFeNiTi,0.6 M NaCl,0.6,NaCl,-479,,5.47,,as-cast,0.166666667,0,0,0.166666667,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0,0,0,https://doi.org/10.1179/1743284715Y.0000000029
1,1,0,0,FCC+BCC,AlCoCrFeNiTi,0.6 M NaCl,0.6,NaCl,-288,,1.82,,Remelted,0.166666667,0,0,0.166666667,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0,0,0,https://doi.org/10.1179/1743284715Y.0000000029
0,0,0,0,missing,FeCoNiCrAl ,0.6 M NaCl,0.6,NaCl,-521.98,81.4,34.053,603.38,Non-directionally   solidified,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://www.researchgate.net/publication/293076386_Microstructural_evolution_and_corrosion_behavior_of_directionally_solidified_FeCoNiCrAl_high_entropy_alloy?enrichId=rgreq-0d3c4430479a8d78a5d236af8333728d-XXX&enrichSource=Y292ZXJQYWdlOzI5MzA3NjM4NjtBUzo4ODIzOTQzMTU4ODI0OTdAMTU4NzM5MDYwNzMxNw%3D%3D&el=1_x_2&_esc=publicationCoverPdf
0,0,0,0,missing,FeCoNiCrAl ,0.6 M NaCl,0.6,NaCl,-417.95,128.7,4.7769,546.65,Directionally solidified,0.2,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,https://www.researchgate.net/publication/293076386_Microstructural_evolution_and_corrosion_behavior_of_directionally_solidified_FeCoNiCrAl_high_entropy_alloy?enrichId=rgreq-0d3c4430479a8d78a5d236af8333728d-XXX&enrichSource=Y292ZXJQYWdlOzI5MzA3NjM4NjtBUzo4ODIzOTQzMTU4ODI0OTdAMTU4NzM5MDYwNzMxNw%3D%3D&el=1_x_2&_esc=publicationCoverPdf
1,0,0,0,FCC,FeCoNiCrCu,0.6 M NaCl,0.6,NaCl,-234.16,,31.351,,as-cast,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,doi:10.4028/www.scientific.net/AMM.66-68.146
1,0,0,0,FCC,FeCoNiCrCu,0.6 M NaCl,0.6,NaCl,-384.08,,3.4735,,Directionally solidified,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,doi:10.4028/www.scientific.net/AMM.66-68.146
1,0,0,0,FCC,CrFe1.5MnNi0.5,0.5M H2SO4,0.5,H2SO4,-229,,686,,arc melting,0,0,0,0,0.25,0,0.375,0,0,0,0,0.25,0,0,0.125,0,0,0,0,0,0,0,0,0,doi:10.1016/j.corsci.2008.04.011
1,1,0,0,FCC+BCC,Al0.3CrFe1.5MnNi0.5,0.5M H2SO4,0.5,H2SO4,-194,,2390,,arc melting,0.069767442,0,0,0,0.23255814,0,0.348837209,0,0,0,0,0.23255814,0,0,0.11627907,0,0,0,0,0,0,0,0,0,doi:10.1016/j.corsci.2008.04.011
